system:index,B11,B12,B2,B3,B4,B8,NDVI,OC,VH,VV,VV_div_VH,VV_minus_VH,.geo
000000000000000008cb_0,3083.0,2357.0,1472.0,1772.0,1805.0,4015.0,0.3797251,22.7,-18.185244404687033,-9.724871782039765,0.5347671752782873,8.460372622647268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.423188008839311,51.70177260950756]}"
000000000000000008e3_0,3104.0,2512.0,1483.0,1794.0,1834.0,4040.0,0.37555328,19.3,-20.2027691077336,-11.149382266403178,0.5518739637595128,9.053386841330424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752141917320177,49.95805281150315]}"
000000000000000008f1_0,3418.0,2672.0,1608.0,1916.0,1917.0,4615.0,0.41304347,9.3,-18.466270395099325,-11.675779140843222,0.6322759762004677,6.790491254256104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.287542400937264,49.128009488976716]}"
000000000000000008f4_0,3158.0,2298.5,1505.0,1757.0,1707.0,4268.5,0.42866707,13.3,-17.151631412064756,-10.800130464072794,0.6296853170757736,6.351500947991962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.444478081072944,49.36417657717174]}"
00000000000000000919_0,3392.5,2442.5,1729.0,2104.0,2414.0,4586.0,0.31028572,19.7,-18.975600739651725,-11.573471451311912,0.6099133097339995,7.402129288339813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.38475383752455,52.04582736332534]}"
00000000000000000927_0,2823.5,2181.5,1443.5,1584.5,1610.5,3279.5,0.3413088,20.4,-20.19232429215055,-12.088424450907514,0.5986643377952632,8.103899841243035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.622448061702574,51.359604317786435]}"
00000000000000000939_0,4592.0,4378.0,1860.0,2182.0,2608.0,3678.0,0.17021954,9.4,-20.90989229286987,-13.048659900180812,0.6240424253467014,7.8612323926890575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.169791564316599,51.998036990210174]}"
0000000000000000093a_0,3731.0,3480.0,1881.0,2106.0,2496.0,3540.0,0.17296223,11.3,-21.08106964333289,-12.833994497646895,0.608792376989551,8.247075145685994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.171588194884839,52.03396960157496]}"
0000000000000000094b_0,3552.0,3107.0,1728.0,1844.0,2020.0,3842.0,0.31081542,18.8,-17.49540335872679,-10.772182132774414,0.6157149916410015,6.723221225952376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.18334240226125,54.4416342260721]}"
0000000000000000094c_0,3327.0,2885.0,1486.0,1608.0,1836.0,3154.0,0.26412827,29.7,-18.843382039276957,-10.591955540634766,0.5621048025538621,8.251426498642191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.24128373808696,54.639712746220454]}"
00000000000000000961_0,3437.0,2340.0,1512.0,1794.0,1772.0,4200.0,0.40656397,6.9,-17.82226698365345,-10.971672208241445,0.6156159717674886,6.850594775412004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.923374533318912,54.22864367220736]}"
00000000000000000965_0,3300.0,2768.0,1548.0,1831.0,2056.0,3474.0,0.25641954,11.7,-18.880292667306833,-10.351852533992428,0.54828877477719,8.528440133314405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.199336988600429,54.228464009150535]}"
0000000000000000068f_0,4106.0,3245.0,1987.0,2554.0,2620.0,5609.0,0.3632276,9.1,-18.092176320880114,-8.759167167936354,0.48414115651898837,9.33300915294376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.96981285922604,49.26230762395259]}"
000000000000000006ac_0,3387.0,2676.0,1564.0,1850.0,1866.0,3766.0,0.33735797,46.6,-18.91193285450857,-11.72250248540738,0.6198468752818544,7.18943036910119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.607976037064548,48.474754614365]}"
00000000000000000745_0,3287.0,2670.0,1404.0,1639.0,1623.0,3772.0,0.3983318,10.8,-20.982793002538802,-13.1661757530931,0.6274748910452514,7.816617249445702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.166557629293768,53.1309023950133]}"
0000000000000000076d_0,3959.0,3457.5,1725.5,1920.0,2156.0,3838.5,0.28067395,10.4,-20.39429243458123,-12.558845360491686,0.6158019652202542,7.835447074089545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.288643250687464,52.943603658274384]}"
000000000000000008e7_0,3059.0,2270.5,1639.0,2021.0,1957.0,3915.0,0.33344686,13.6,-20.594874554378286,-13.112506851247947,0.6366878718598625,7.48236770313034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.907640293001267,50.14229727627607]}"
00000000000000000963_0,3079.0,2329.0,1454.0,1610.0,1498.0,3888.0,0.44374305,12.6,-18.396699094424797,-10.330069771671905,0.5615175700081152,8.066629322752892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.076627120789702,54.19262122931416]}"
0000000000000000079b_0,3063.0,2371.0,1410.0,1696.0,1744.0,4248.0,0.41789052,15.7,-19.516027189041452,-11.4333275262255,0.5858429800018669,8.082699662815951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.918339393445992,50.3409147855949]}"
000000000000000006d8_0,3518.0,3124.0,1824.0,2084.0,2430.0,4376.0,0.2859242,8.1,-19.361000177954,-11.875754821719081,0.6133853991304528,7.48524535623492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.440184464836575,48.8806134597302]}"
00000000000000000719_0,2978.0,2247.0,1502.5,1747.5,1839.0,3569.0,0.31989646,30.9,-17.88588370470667,-9.854396288194645,0.5509594298436291,8.031487416512027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.183077481957866,50.47179932249111]}"
0000000000000000079a_0,4014.0,3078.0,2020.0,2472.0,3150.0,4604.0,0.18751612,7.6,-18.053050776686383,-10.600784898864298,0.5872018546889646,7.452265877822086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.893635723132704,50.196825014022124]}"
00000000000000000803_0,3315.0,2629.0,1698.0,2054.0,2124.0,4408.0,0.3496632,7,-20.390264248126755,-13.330897981902321,0.6537874065622776,7.059366266224433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.220267734720414,52.37721587163703]}"
0000000000000000085b_0,3508.0,3312.5,1445.0,1635.0,1743.0,3246.5,0.3013328,16.6,-20.29927145210308,-13.461196076805379,0.6631369065913323,6.838075375297702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.187465504004497,52.488067977697376]}"
00000000000000000700_0,4678.5,4313.0,2224.0,2612.0,3247.0,4069.0,0.11235648,9.6,-16.41127406156074,-10.26238598032323,0.6253253672949303,6.148888081237509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.875049745315133,49.803183256520946]}"
000000000000000008b5_0,2850.0,2052.0,1562.0,1868.0,1673.0,4340.0,0.443539,28.6,-18.716860606344742,-13.066924767487,0.6981365647964223,5.649935838857742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.933700584804436,52.138982658288526]}"
00000000000000000907_0,2790.0,2048.0,1695.0,2066.0,2132.0,4212.0,0.32786885,19.6,-19.98604049300987,-13.909365958726841,0.6959540567123162,6.076674534283029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.951770444860792,52.34343921695413]}"
00000000000000000904_0,3488.0,3138.0,1858.0,2235.0,2426.0,4236.0,0.2716902,12.9,-18.209712394606484,-9.370829325411428,0.514606113613687,8.838883069195056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.552563706879928,51.03710913078752]}"
000000000000000006e5_0,3257.0,2495.0,1684.0,1964.0,1941.0,4143.0,0.36193293,41.1,-19.53657037648725,-12.173250455747333,0.6231006886653014,7.363319920739919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.032892889298635,48.757993423447886]}"
0000000000000000069c_0,3018.0,2412.0,1480.0,1896.0,1921.0,4252.0,0.37761217,23.9,-19.59906907037898,-12.654576294995804,0.6456723148203645,6.944492775383177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.624769958595731,47.83695076264014]}"
0000000000000000071a_0,3149.5,2342.5,1622.5,2016.5,2035.0,4174.0,0.34449992,18,-18.478915929845865,-10.433710997251548,0.564627873023641,8.045204932594316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.320699383484977,49.98599041683927]}"
0000000000000000073a_0,3697.0,2813.0,1655.0,2062.0,2272.0,3964.0,0.27132776,14.3,-17.899106439770616,-11.732604840235563,0.655485505922603,6.166501599535053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.987249324301661,48.489037827382504]}"
000000000000000007ad_0,3623.0,3159.0,1725.0,2292.0,2463.0,4764.5,0.31843653,11.4,-16.336518437982182,-11.172842174466412,0.6839181932724238,5.16367626351577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.878364363302673,50.84406117623024]}"
00000000000000000824_0,3173.5,2360.5,1611.0,1847.5,1948.0,4232.0,0.3695793,31.1,-18.84504236194688,-11.70038629183247,0.6208734407229903,7.1446560701144115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.01257266675013,52.53513969858524]}"
000000000000000008da_0,3427.0,2953.0,1566.0,2142.0,2038.0,4458.0,0.37253696,18,-17.54219273214811,-11.210903551516392,0.6390822243658917,6.3312891806317175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.9893017266095825,50.382327120192805]}"
000000000000000008e9_0,3398.0,2702.0,1623.0,1908.5,2183.0,4123.0,0.3076435,21.5,-20.12521800648961,-11.660419190093236,0.5793934349597206,8.464798816396375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.577244505783958,49.6367254343736]}"
00000000000000000912_0,3775.0,3133.0,1695.0,2033.0,2218.0,4231.0,0.31214142,24.5,-22.846397689467604,-14.495312058901504,0.6344681667510311,8.3510856305661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.232130070752643,51.79582621975487]}"
00000000000000000924_0,3144.5,2613.0,1468.0,1613.0,1635.0,3696.0,0.38660663,19.9,-22.03525631307908,-12.486617122859249,0.566665390474618,9.548639190219832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.564686388933689,52.18740185210257]}"
0000000000000000092b_0,3357.5,2960.0,1503.0,1725.5,1758.0,3562.5,0.33915985,16.3,-19.406043514441826,-11.940945744202942,0.6153209815960983,7.465097770238884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.797799205162706,52.166111779868935]}"
0000000000000000096d_0,2900.5,2459.0,1720.0,2181.0,2103.0,5070.0,0.41363445,13.7,-16.973810495299205,-9.341700357334922,0.5503596472885125,7.632110137964283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.995962982557622,54.20663494774643]}"
00000000000000000984_0,4599.0,4321.0,1937.5,2269.0,2763.0,3522.0,0.12076373,18.1,-20.898515160355547,-12.112973285841417,0.5796092781184622,8.78554187451413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.466859854493073,50.98401869749606]}"
00000000000000000985_0,3730.0,3061.0,1681.0,2001.5,2253.0,3827.5,0.2589425,15.3,-18.453852441569325,-12.003684460235691,0.6504703827151059,6.4501679813336334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543306485171644,50.71335630239085]}"
000000000000000007cc_0,3201.0,2429.0,1655.5,1931.0,2191.0,4294.0,0.32428682,13.3,-21.63771464446782,-13.408483542430448,0.6196811337401862,8.229231102037373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.303716650333266,50.88331755414626]}"
0000000000000000081e_0,3415.0,2765.0,1498.0,1748.0,1804.0,3452.0,0.31354642,21.7,-20.926505622192515,-12.720144058640344,0.6078484524979965,8.206361563552171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.80874492878341,52.443421708076635]}"
000000000000000006ee_0,3994.5,3273.5,1979.5,2330.0,2639.0,3723.0,0.17038667,57.3,-20.464606395283027,-11.096551743183179,0.5422313788424912,9.368054652099849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.386280973507553,49.22251225686609]}"
0000000000000000075f_0,3072.5,2436.0,1702.5,2001.0,1982.5,4651.5,0.40232137,12.6,-21.313054287803993,-13.657601552428273,0.6408092133581993,7.65545273537572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.805978448530045,52.84793308051565]}"
0000000000000000088e_0,3385.0,3209.0,1713.0,2110.0,2300.0,3707.0,0.23422673,10.5,-19.930162760032093,-12.57654646293164,0.6310307956015603,7.353616297100453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.6108369231281765,51.15963933554143]}"
00000000000000000891_0,3536.0,2979.0,1540.0,1908.0,2262.0,3941.0,0.27067548,28.3,-18.22554358306799,-12.27757097998893,0.6736463537578719,5.947972603079059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.562507560842546,50.654336988224195]}"
00000000000000000926_0,4432.0,4411.0,1896.0,2219.0,2715.0,3518.0,0.12883042,8.6,-23.96391115238534,-12.276446081373836,0.51228891658413,11.687465071011504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.594510456366457,52.205008831671314]}"
00000000000000000928_0,4137.5,3912.5,1831.0,2084.0,2484.0,3438.0,0.16109422,18.6,-22.73609656351986,-14.572708686756389,0.6409503340225229,8.163387876763473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.66359090171525,51.7006047996382]}"
0000000000000000091d_0,3363.0,2720.0,1682.0,1957.0,2180.0,3486.0,0.2304977,13.1,-21.791414716526816,-14.536991109772734,0.6670971710133047,7.254423606754083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.451768157719865,52.314693127862306]}"
0000000000000000069a_0,4092.5,3260.5,1750.0,2118.0,2439.0,4162.0,0.26102105,36.1,-19.31386384948046,-13.095384410835937,0.6780302746717458,6.218479438644522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.329403893177233,47.88689709243719]}"
000000000000000006bb_0,3415.5,2629.5,1685.0,2005.0,2117.0,4069.0,0.31555125,15,-19.41106791846257,-13.422771334796233,0.6915009205665262,5.988296583666338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.959396976212105,48.49343957227469]}"
000000000000000006de_0,2881.0,2182.0,1479.0,1709.0,1728.0,3757.0,0.36991796,13.9,-17.6133219870545,-10.8874175065413,0.6181353815335557,6.725904480513201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.69898909819141,48.622617310131076]}"
00000000000000000747_0,3876.5,2884.5,1420.0,1605.0,1670.5,3415.0,0.34303412,7.2,-22.320271969213575,-15.454793967647888,0.6924106475478765,6.8654780015656875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.291153959201147,52.661083501418794]}"
000000000000000007ca_0,4002.5,3079.5,1563.5,1755.0,1960.0,3499.0,0.28191978,11.7,-21.504528430542443,-14.612784244771394,0.6795212595323483,6.891744185771049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.245415988393908,50.972879587972976]}"
00000000000000000869_0,3430.0,3105.0,1586.0,1785.0,1886.0,3172.0,0.2542507,43,-17.624464861673488,-10.026822121155094,0.5689149826591116,7.597642740518394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.643540173751979,53.325118159439945]}"
00000000000000000982_0,4262.0,3150.5,1580.5,1842.0,2092.0,3449.5,0.24496977,18.7,-21.83369988722535,-14.065055184624224,0.644190185688754,7.768644702601126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.408289697968481,50.93083843267618]}"
0000000000000000098a_0,2965.0,2353.0,1480.0,1685.0,1829.5,3067.0,0.25273153,36.5,-19.247768613987336,-10.165783635107571,0.5281538779367966,9.081984978879765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.807860336344843,50.961201489279425]}"
0000000000000000261e_0,3188.5,2656.5,1644.0,1869.5,2284.0,3594.0,0.22286493,14.7,-20.573783149805433,-10.5613666188076,0.5133410098622275,10.012416530997832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.71479029862821,50.23590172888132]}"
000000000000000008ec_0,3776.0,3028.0,1626.0,1910.0,2004.0,3686.0,0.29560632,19,-19.399625719152787,-12.440461977080153,0.6412732986285391,6.959163742072635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.953997935943685,49.89606905689891]}"
00000000000000000930_0,3509.0,3059.0,1798.0,2060.0,2358.0,3508.0,0.19604501,14.2,-20.513506302691205,-12.911914203972543,0.6294347740190377,7.601592098718662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.92320401882579,52.361944511806996]}"
00000000000000000848_0,2713.5,1990.5,1258.5,1479.5,1409.0,3622.0,0.4398728,21,-15.980793534597833,-10.312859879180527,0.6453283972947628,5.667933655417306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.805695231099255,53.150126342093465]}"
000000000000000008f7_0,3390.5,2302.5,1513.0,1820.5,1823.0,3998.0,0.37364715,45.4,-20.96602149507725,-14.257790985613251,0.6800427534122738,6.7082305094639985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.07760154475668,49.19295768401856]}"
00000000000000000688_0,3863.0,2714.0,1631.0,1952.0,2205.0,4310.0,0.32310054,48.2,-19.779820599524097,-11.854448000058227,0.5993202992115836,7.92537259946587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.633488191133543,48.67274330298494]}"
00000000000000000691_0,4774.5,3470.0,1766.0,1976.5,2291.0,3709.0,0.23633334,40.6,-22.36644669709916,-15.31995620126651,0.6849526171384858,7.04649049583265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.214424111091786,49.42616033177598]}"
00000000000000000693_0,3869.0,2626.0,1522.0,1742.0,1705.0,4344.0,0.43627045,41.9,-20.470715553294326,-13.77198511102978,0.6727652033059232,6.698730442264546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.966035360750887,47.61066514257043]}"
00000000000000000695_0,3206.0,2218.0,1534.0,1852.0,1797.0,4124.0,0.39300793,25.5,-19.674883675133714,-14.249051559644222,0.7242254538792023,5.4258321154894915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.99334414538812,47.59323782605851]}"
0000000000000000069b_0,3530.0,2417.5,1456.0,1778.0,1738.5,4490.0,0.44175965,58.1,-19.620570427617743,-13.22590151417485,0.6740834351868887,6.394668913442892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.365336504542014,47.59943620151894]}"
000000000000000006cb_0,3199.0,2391.0,1556.0,1898.0,1836.0,4468.0,0.41751269,37.5,-17.65159286352865,-11.397190630436405,0.6456749098255626,6.254402233092243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.870203417062738,48.22565178607866]}"
000000000000000006ef_0,3989.0,2806.0,1505.0,1818.0,1862.0,4263.0,0.392,43.4,-20.085864505873772,-14.012291964993478,0.6976195603079878,6.073572540880294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.651463645379636,49.75862681842862]}"
000000000000000006f4_0,4440.0,3338.0,1602.0,1864.0,2096.0,3566.0,0.25962558,36.5,-21.549932558419147,-14.456705040921536,0.6708468809232341,7.093227517497612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.878288254619815,49.8809773601257]}"
000000000000000006f8_0,3779.5,2631.0,1508.5,1825.5,1859.0,4239.5,0.39034188,50.6,-19.396378326701637,-14.007054404101448,0.7221479272147892,5.389323922600189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.405778989454797,49.853039754789584]}"
000000000000000006fd_0,3909.0,2729.0,1716.0,1968.0,1972.0,4256.0,0.3667309,44.1,-23.245124988855483,-15.231839391201166,0.6552702727347707,8.013285597654317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.594335367591485,49.219098658786436]}"
00000000000000000701_0,3949.0,2739.0,1465.5,1759.0,1756.5,3941.5,0.38346788,50.5,-21.89792225607273,-14.965973800706125,0.6834426401598792,6.931948455366603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.964521947613438,50.10825112700794]}"
00000000000000000702_0,4729.0,3317.5,1851.5,2164.0,2434.0,4106.5,0.2557144,57.6,-22.151716304471492,-14.780362446309075,0.667233285365141,7.371353858162417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.019678506058376,50.07177952647269]}"
00000000000000000707_0,4140.0,2749.0,1532.0,1754.0,1828.0,3874.0,0.35882145,38.3,-21.93722414124897,-15.105985980577213,0.6886006125165648,6.831238160671756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.462637772657713,49.9410746526333]}"
00000000000000000708_0,3945.0,2725.0,1428.0,1694.0,1791.0,3702.0,0.34789732,36,-22.278093246109208,-15.192578235223298,0.6819514608987746,7.08551501088591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.777048122099545,50.15244823898662]}"
00000000000000000710_0,4313.0,3026.0,1572.0,1844.0,1951.0,3852.0,0.32758918,47.2,-22.105516733663404,-15.10707924304387,0.683407650002501,6.9984374906195335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.915653596157336,49.011408165098004]}"
00000000000000000716_0,4229.0,3184.0,1770.5,2079.0,2329.0,3989.0,0.2627414,19.9,-22.394952899430905,-15.636070270790634,0.698196166833107,6.75888262864027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.930471224063457,49.86049577164778]}"
00000000000000000718_0,3986.5,2751.0,1527.0,1788.5,1867.0,4723.5,0.43342692,28.1,-19.15101816952422,-12.720295930980326,0.6642099035351885,6.430722238543895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.985897277093631,50.41799023697235]}"
0000000000000000072f_0,4056.0,3027.0,1571.0,1849.0,1850.0,4312.0,0.3995456,40.8,-20.58019126800365,-13.549222811779272,0.658362336643803,7.030968456224377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.556327482509527,48.65396851354684]}"
00000000000000000734_0,4291.0,3008.0,1576.0,1904.0,2042.0,4236.0,0.34947434,47.5,-21.61771652097714,-15.608260792825714,0.7220124649927737,6.009455728151426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.639511477818994,48.79742946442073]}"
00000000000000000749_0,3904.0,2692.5,1582.0,1857.5,1948.0,3999.5,0.34493485,17.6,-22.31827643359435,-15.675462600275752,0.7023599087911837,6.642813833318597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.325469603054513,52.750286209131865]}"
00000000000000000798_0,3659.0,2660.0,1872.0,2170.0,2520.0,4165.0,0.2460733,23.4,-21.197577148776862,-13.962326802802282,0.658675597914167,7.235250345974579,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.867315085308002,50.12469029670733]}"
0000000000000000079e_0,4684.0,3362.0,1728.0,2002.0,2320.0,3905.0,0.25461847,13.8,-19.756011027703114,-12.802423440488017,0.648026740951686,6.953587587215097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.097822787213072,49.766981150570935]}"
000000000000000007a0_0,4047.5,2836.0,1761.0,2115.0,2336.0,4607.5,0.32714048,25.7,-20.40692068473183,-14.096967001222374,0.6907934430190404,6.309953683509455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.146331812555525,50.16304835933923]}"
000000000000000007a1_0,4497.5,3123.5,1704.5,1962.0,2180.0,4081.0,0.3036256,88,-22.21076363590634,-16.03199564448031,0.7218119965295874,6.178767991426028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.53629047739181,50.36310317311265]}"
000000000000000007a5_0,4822.0,3457.0,1703.5,1977.0,2309.0,3892.0,0.25528142,24.9,-23.13084584626759,-16.414022286529274,0.7096161720855466,6.716823559738316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.601413761208624,50.60726526733633]}"
000000000000000007af_0,4271.5,2804.0,1490.5,1812.5,1903.0,4469.5,0.40274617,33.1,-23.02882116260807,-15.554967925302869,0.6754565427152429,7.473853237305203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.053805338291216,50.59388036960295]}"
000000000000000007b2_0,3960.5,2748.5,1572.0,1867.0,1901.5,4286.0,0.38537374,19.5,-21.355560123495078,-14.986238092964314,0.7017487720435238,6.369322030530764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.113004315514692,50.450509250257475]}"
000000000000000007b3_0,3840.5,2627.5,1526.0,1792.5,1704.0,4424.5,0.44390962,37.7,-21.693128865227127,-15.510765230791392,0.7150082096112139,6.182363634435735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.108961896736155,50.666284581502985]}"
000000000000000007ba_0,3649.5,2556.5,1510.5,1818.0,1875.0,4351.0,0.3976871,39.3,-21.39535467635976,-15.071199871234551,0.7044145843437258,6.3241548051252074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.363544448255626,50.66799138054281]}"
000000000000000007bb_0,3815.0,2656.0,1487.0,1830.5,1768.5,4560.0,0.4410998,21.8,-21.15909011820473,-14.538921792323906,0.6871241490585173,6.620168325880824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.362017312272624,50.77578921463716]}"
000000000000000007bc_0,3916.5,2749.0,1518.0,1792.5,1888.5,4197.0,0.37934434,35,-21.209313229083026,-14.733635770691638,0.6946776452190027,6.475677458391388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.647048177641896,50.98545600195065]}"
000000000000000007cd_0,3823.0,2672.0,1523.0,1765.5,1756.5,3838.0,0.37206185,35.4,-20.965645801338496,-14.383420066796731,0.6860470792594645,6.582225734541765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.29832675862855,51.2429131623793]}"
000000000000000007da_0,3573.5,2426.0,1585.0,1827.5,1807.5,4260.0,0.40420273,41.8,-21.08629639611665,-14.935071845434699,0.7082833118188175,6.1512245506819525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645256121355509,50.8129794673997]}"
000000000000000007e0_0,3772.5,2618.0,1550.0,1868.0,1775.0,4588.5,0.4421309,26.1,-19.945431461949756,-13.139268303246602,0.6587607958400203,6.8061631587031535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.81701400367916,50.43577687959792]}"
000000000000000007e2_0,3987.0,2873.5,1446.0,1689.5,1665.0,3870.0,0.398374,51,-20.108954520672103,-13.254654663824269,0.6591419086555902,6.854299856847835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.813869900184743,51.244889456004366]}"
000000000000000007ef_0,4099.0,2941.0,1672.0,1942.0,2070.0,4176.0,0.3371758,16.8,-22.861169767306524,-15.807193026200903,0.6914428783432847,7.053976741105622,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.940451672280885,53.422315873181674]}"
000000000000000007f3_0,3676.0,2716.0,1554.0,1868.0,1862.0,4292.0,0.39486513,18.8,-19.08046527526072,-13.15120870802453,0.6892498960743937,5.929256567236191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.403892527358147,54.16926503192706]}"
00000000000000000806_0,4166.0,2898.0,1624.0,1898.0,2010.0,4459.0,0.37857473,40.5,-20.67359594112383,-15.337750317268156,0.7419004589694224,5.335845623855672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.27434631482441,51.62218187533457]}"
0000000000000000081f_0,3711.0,2706.0,1420.0,1732.0,1720.0,4519.0,0.4486296,33.3,-20.031770108879,-13.722323344444812,0.6850279965205095,6.30944676443419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.855906481199685,52.89320817083528]}"
00000000000000000862_0,3459.0,2575.0,1469.0,1730.0,1751.0,3447.0,0.32627934,510.7,-19.47937795083267,-11.481964246356782,0.5894420384130372,7.997413704475889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.477172183133043,53.08796292443239]}"
0000000000000000086d_0,3629.0,2514.5,1559.5,1899.0,1932.0,4982.0,0.44113392,62.8,-20.266405430337024,-14.627920632723779,0.7217817033713867,5.638484797613245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.81987946402464,52.8069699035598]}"
